Tiempo(s),X(km),Y(km),Z(km),Velocidad(km/s),DistanciaTierra(km),DistanciaLuna(km),Altitud(km)
29460,-51952.273,-145979.552,18908.411,10.1579,154948.599,229451.401,148577.599
29520,-49942.456,-144388.191,18753.938,10.1583,152781.539,231618.461,146410.539
29580,-47966.737,-142777.530,18598.950,10.1588,150619.490,233780.510,144248.490
29640,-46025.342,-141148.327,18443.453,10.1594,148462.731,235937.269,142091.731
29700,-44118.483,-139501.347,18287.450,10.1599,146311.538,238088.462,139940.538
29760,-42246.354,-137837.355,18130.945,10.1606,144166.191,240233.809,137795.191
29820,-40409.136,-136157.121,17973.944,10.1613,142026.969,242373.031,135655.969
29880,-38606.992,-134461.419,17816.450,10.1620,139894.149,244505.851,133523.149
29940,-36840.069,-132751.022,17658.467,10.1628,137768.010,246631.990,131397.010
30000,-35108.501,-131026.708,17500.000,10.1637,135648.830,248751.170,129277.830
30060,-33412.402,-129289.256,17341.053,10.1646,133536.887,250863.113,127165.887
30120,-31751.872,-127539.446,17181.631,10.1655,131432.461,252967.539,125061.461
30180,-30126.997,-125778.061,17021.738,10.1666,129335.829,255064.171,122964.829
30240,-28537.842,-124005.884,16861.379,10.1676,127247.270,257152.730,120876.270
30300,-26984.460,-122223.697,16700.557,10.1687,125167.061,259232.939,118796.061
30360,-25466.887,-120432.286,16539.277,10.1699,123095.482,261304.518,116724.482
30420,-23985.143,-118632.434,16377.543,10.1711,121032.811,263367.189,114661.811
30480,-22539.229,-116824.926,16215.361,10.1724,118979.327,265420.673,112608.327
30540,-21129.135,-115010.545,16052.734,10.1737,116935.306,267464.694,110564.306
30600,-19754.831,-113190.075,15889.667,10.1750,114901.029,269498.971,108530.029
30660,-18416.271,-111364.298,15726.165,10.1765,112876.773,271523.227,106505.773
30720,-17113.396,-109533.994,15562.231,10.1779,110862.817,273537.183,104491.817
30780,-15846.127,-107699.942,15397.871,10.1794,108859.439,275540.561,102488.439
30840,-14614.372,-105862.921,15233.088,10.1810,106866.917,277533.083,100495.917
30900,-13418.022,-104023.704,15067.888,10.1826,104885.530,279514.470,98514.530
30960,-12256.950,-102183.065,14902.275,10.1842,102915.556,281484.444,96544.556
31020,-11131.017,-100341.773,14736.253,10.1859,100957.273,283442.727,94586.273
31080,-10040.065,-98500.596,14569.828,10.1877,99010.961,285389.039,92639.961
31140,-8983.920,-96660.297,14403.003,10.1894,97076.896,287323.104,90705.896
31200,-7962.395,-94821.635,14235.783,10.1913,95155.359,289244.641,88784.359
31260,-6975.284,-92985.368,14068.172,10.1931,93246.626,291153.374,86875.626
31320,-6022.368,-91152.246,13900.176,10.1951,91350.977,293049.023,84979.977
31380,-5103.409,-89323.018,13731.799,10.1970,89468.689,294931.311,83097.689
31440,-4218.157,-87498.425,13563.046,10.1990,87600.041,296799.959,81229.041
31500,-3366.345,-85679.206,13393.920,10.2011,85745.312,298654.688,79374.312
31560,-2547.690,-83866.092,13224.428,10.2032,83904.780,300495.220,77533.780
31620,-1761.894,-82059.811,13054.572,10.2053,82078.723,302321.277,75707.723
31680,-1008.644,-80261.082,12884.359,10.2075,80267.420,304132.580,73896.420
31740,-287.611,-78470.621,12713.793,10.2097,78471.148,305928.852,72100.148
31800,401.547,-76689.136,12542.878,10.2120,76690.187,307709.813,70319.187
31860,1059.189,-74917.328,12371.620,10.2143,74924.815,309475.185,68553.815
31920,1685.689,-73155.891,12200.022,10.2166,73175.309,311224.691,66804.309
31980,2281.434,-71405.512,12028.089,10.2190,71441.949,312958.051,65070.949
32040,2846.827,-69666.872,11855.827,10.2214,69725.013,314674.987,63354.013
32100,3382.285,-67940.641,11683.240,10.2239,68024.779,316375.221,61653.779
32160,3888.241,-66227.484,11510.333,10.2264,66341.526,318058.474,59970.526
32220,4365.139,-64528.055,11337.110,10.2289,64675.531,319724.469,58304.531
32280,4813.440,-62843.002,11163.576,10.2315,63027.074,321372.926,56656.074
32340,5233.618,-61172.961,10989.736,10.2341,61396.432,323003.568,55025.432
32400,5626.161,-59518.562,10815.595,10.2367,59783.885,324616.115,53412.885
32460,5991.570,-57880.423,10641.157,10.2394,58189.709,326210.291,51818.709
32520,6330.361,-56259.154,10466.428,10.2421,56614.185,327785.815,50243.185
32580,6643.063,-54655.355,10291.411,10.2449,55057.590,329342.410,48686.590
32640,6930.218,-53069.615,10116.113,10.2476,53520.202,330879.798,47149.202
32700,7192.380,-51502.513,9940.537,10.2504,52002.300,332397.700,45631.300
32760,7430.117,-49954.617,9764.689,10.2533,50504.162,333895.838,44133.162
32820,7644.012,-48426.483,9588.573,10.2562,49026.067,335373.933,42655.067
32880,7834.656,-46918.660,9412.194,10.2591,47568.292,336831.708,41197.292
32940,8002.655,-45431.680,9235.557,10.2620,46131.117,338268.883,39760.117
33000,8148.629,-43966.066,9058.667,10.2650,44714.820,339685.180,38343.820
33060,8273.206,-42522.331,8881.528,10.2680,43319.679,341080.321,36948.679
33120,8377.029,-41100.973,8704.146,10.2710,41945.972,342454.028,35574.972
33180,8460.752,-39702.478,8526.525,10.2741,40593.979,343806.021,34222.979
33240,8525.039,-38327.321,8348.671,10.2772,39263.976,345136.024,32892.976
33300,8570.568,-36975.962,8170.588,10.2803,37956.243,346443.757,31585.243
33360,8598.024,-35648.849,7992.280,10.2835,36671.058,347728.942,30300.058
33420,8608.108,-34346.418,7813.754,10.2866,35408.699,348991.301,29037.699
33480,8601.527,-33069.089,7635.013,10.2898,34169.444,350230.556,27798.444
33540,8579.001,-31817.271,7456.064,10.2930,32953.573,351446.427,26582.573
33600,8541.260,-30591.356,7276.909,10.2963,31761.363,352638.637,25390.363
33660,8489.043,-29391.725,7097.555,10.2996,30593.093,353806.907,24222.093
33720,8423.099,-28218.743,6918.007,10.3029,29449.041,354950.959,23078.041
33780,8344.188,-27072.760,6738.269,10.3062,28329.486,356070.514,21958.486
33840,8253.076,-25954.112,6558.346,10.3095,27234.706,357165.294,20863.706
33900,8150.542,-24863.120,6378.243,10.3129,26164.978,358235.022,19793.978
33960,8037.371,-23800.091,6197.966,10.3163,25120.583,359279.417,18749.583
34020,7914.358,-22765.315,6017.519,10.3197,24101.797,360298.203,17730.797
34080,7782.306,-21759.066,5836.906,10.3231,23108.900,361291.100,16737.900
34140,7642.024,-20781.605,5656.134,10.3266,22142.169,362257.831,15771.169
34200,7494.332,-19833.175,5475.206,10.3300,21201.884,363198.116,14830.884
34260,7340.057,-18914.004,5294.129,10.3335,20288.322,364111.678,13917.322
34320,7180.030,-18024.303,5112.906,10.3370,19401.761,364998.239,13030.761
34380,7015.094,-17164.267,4931.543,10.3406,18542.481,365857.519,12171.481
34440,6846.094,-16334.075,4750.045,10.3441,17710.760,366689.240,11339.760
34500,6673.885,-15533.889,4568.417,10.3476,16906.875,367493.125,10535.875
34560,6499.327,-14763.853,4386.663,10.3512,16131.106,368268.894,9760.106
34620,6323.284,-14024.095,4204.789,10.3548,15383.731,369016.269,9012.731
34680,6146.629,-13314.728,4022.800,10.3584,14665.027,369734.973,8294.027
34740,5970.238,-12635.844,3840.701,10.3620,13975.274,370424.726,7604.274
34800,5794.993,-11987.519,3658.496,10.3656,13314.750,371085.250,6943.750
34860,5621.781,-11369.814,3476.191,10.3693,12683.733,371716.267,6312.733
34920,5451.493,-10782.767,3293.791,10.3729,12082.501,372317.499,5711.501
34980,5285.023,-10226.404,3111.300,10.3766,11511.334,372888.666,5140.334
35040,5123.272,-9700.729,2928.725,10.3803,10970.508,373429.492,4599.508
35100,4967.142,-9205.729,2746.068,10.3840,10460.304,373939.696,4089.304
35160,4817.539,-8741.375,2563.337,10.3877,9980.998,374419.002,3609.998
35220,4675.372,-8307.617,2380.535,10.3914,9532.870,374867.130,3161.870
35280,4541.554,-7904.387,2197.668,10.3951,9116.197,375283.803,2745.197
35340,4416.997,-7531.601,2014.741,10.3988,8731.258,375668.742,2360.258
35400,4302.619,-7189.153,1831.758,10.4025,8378.332,376021.668,2007.332
35460,4199.338,-6876.921,1648.726,10.4062,8057.697,376342.303,1686.697
35520,4108.073,-6594.763,1465.648,10.4100,7769.631,376630.369,1398.631
35580,4029.745,-6342.520,1282.530,10.4137,7514.413,376885.587,1143.413
35640,3965.276,-6120.010,1099.377,10.4175,7292.321,377107.679,921.321
35700,3915.587,-5927.038,916.193,10.4212,7103.632,377296.368,732.632
35760,3881.600,-5763.384,732.985,10.4250,6948.627,377451.373,577.627
35820,3864.239,-5628.814,549.756,10.4287,6827.583,377572.417,456.583
35880,3864.424,-5523.071,366.512,10.4325,6740.778,377659.222,369.778
35940,3883.076,-5445.882,183.259,10.4362,6688.491,377711.509,317.491
36000,3921.115,-5396.952,0.000,10.4400,6671.000,377729.000,300.000
